hdb,latitude,longitude
162 BT BATOK ST 11 SINGAPORE,1.3476807502065,103.741887681534
206 BT BATOK ST 21 SINGAPORE,1.34667192602747,103.749383473832
208 BT BATOK ST 21 SINGAPORE,1.34590310545134,103.748811814397
205 BT BATOK ST 21 SINGAPORE,1.34712172862216,103.750057276189
341 BT BATOK ST 34 SINGAPORE,1.36280451951487,103.749157203985
539 BT BATOK ST 52 SINGAPORE,1.34971948024642,103.750968656542
411 BT BATOK WEST AVE 4 SINGAPORE,1.36411808978519,103.746019995285
414 BT BATOK WEST AVE 4 SINGAPORE,1.36357610603461,103.74597741135
416 BT BATOK WEST AVE 4 SINGAPORE,1.36323334513612,103.745988532649
177 BT BATOK WEST AVE 8 SINGAPORE,1.3463440745148,103.741742087315
259 BT BATOK EAST AVE 4 SINGAPORE,1.35085859711904,103.759761122934
265 BT BATOK EAST AVE 4 SINGAPORE,1.3500084019244,103.759862833782
246 BT BATOK EAST AVE 5 SINGAPORE,1.34675913793781,103.761639780589
235 BT BATOK EAST AVE 5 SINGAPORE,1.34675913793781,103.761639780589
231 BT BATOK EAST AVE 5 SINGAPORE,1.34675913793781,103.761639780589
212 BT BATOK ST 21 SINGAPORE,1.34719281119437,103.752217334445
308 BT BATOK ST 31 SINGAPORE,1.34971948024642,103.750968656542
367 BT BATOK ST 31 SINGAPORE,1.36033274170697,103.749691516072
360 BT BATOK ST 31 SINGAPORE,1.36106704830424,103.750625432011
368 BT BATOK ST 31 SINGAPORE,1.36038104862798,103.750923865594
318 BT BATOK ST 32 SINGAPORE,1.36094593781145,103.747282390377
321 BT BATOK ST 33 SINGAPORE,1.36131699323376,103.747741215309
407 BT BATOK WEST AVE 4 SINGAPORE,1.36485171911506,103.745814559435
410 BT BATOK WEST AVE 4 SINGAPORE,1.36445863795592,103.744991611928
148 BT BATOK WEST AVE 6 SINGAPORE,1.34927993077587,103.743857543224
146 BT BATOK WEST AVE 6 SINGAPORE,1.34966890869827,103.744083499088
135 BT BATOK WEST AVE 6 SINGAPORE,1.35125231918218,103.744795017835
179 BT BATOK WEST AVE 8 SINGAPORE,1.34581228622891,103.742210249553
280 BT BATOK EAST AVE 3 SINGAPORE,1.34675913793781,103.761639780589
283 BT BATOK EAST AVE 3 SINGAPORE,1.34675913793781,103.761639780589
272 BT BATOK EAST AVE 4 SINGAPORE,1.34675913793781,103.761639780589
374 BT BATOK ST 31 SINGAPORE,1.35798291106742,103.750736425731
324 BT BATOK ST 33 SINGAPORE,1.36216472766267,103.747628122263
342 BT BATOK ST 34 SINGAPORE,1.36258323081948,103.748574945077
413 BT BATOK WEST AVE 4 SINGAPORE,1.36356572674155,103.746596967526
106 BT BATOK CTRL SINGAPORE,1.3482223088624,103.74718849849
105 BT BATOK CTRL SINGAPORE,1.3485726542005,103.747156223784
266 BT BATOK EAST AVE 4 SINGAPORE,1.34936030465417,103.760019454103
268 BT BATOK EAST AVE 4 SINGAPORE,1.34926274020427,103.759190085587
161 BT BATOK ST 11 SINGAPORE,1.34846915807481,103.742050806952
202 BT BATOK ST 21 SINGAPORE,1.3465978583575,103.748448437294
210 BT BATOK ST 21 SINGAPORE,1.34548008232168,103.74995609585
211 BT BATOK ST 21 SINGAPORE,1.34600090748097,103.750367726623
340 BT BATOK ST 34 SINGAPORE,1.36314201237933,103.749541119795
345 BT BATOK ST 34 SINGAPORE,1.36284881503816,103.750843242288
337 BT BATOK ST 34 SINGAPORE,1.36348296381773,103.749393361059
540 BT BATOK ST 52 SINGAPORE,1.33999632487319,103.755677850258
112 BT BATOK WEST AVE 6 SINGAPORE,1.34817353357762,103.745025213312
114 BT BATOK WEST AVE 6 SINGAPORE,1.34883662857191,103.746021679075
108 BT BATOK WEST AVE 6 SINGAPORE,1.34744385349941,103.746502064421
